species,size,fragrance,height_cm,species type
hibiscus,large,none,158.45,1
hibiscus,large,none,181.37,1
rose,medium,mild,85.9,1
hibiscus,large,none,103.3,2
shoeblack plant,large,mild,85.29,2
hibiscus,large,none,143.24,2
hibiscus,large,none,132.1,2
shoeblack plant,large,none,141.47,2
shoeblack plant,medium,none,144.78,3
rose,small,mild,97.22,2
shoeblack plant,medium,mild,70,2
shoeblack plant,large,mild,105.21,1
hibiscus,large,none,182.43,3
hibiscus,large,none,112.5,2
shoeblack plant,medium,mild,76.87,3
shoeblack plant,medium,none,57.31,1
rose,medium,mild,72.68,2
shoeblack plant,medium,none,53.15,1
hibiscus,large,none,111.07,1
shoeblack plant,large,mild,68.65,2
rose,medium,mild,43.44,2
shoeblack plant,medium,none,72.47,2
rose,medium,strong,59.84,3
rose,small,strong,77.1,1
rose,small,strong,77.2,2
hibiscus,large,none,121.57,1
hibiscus,large,none,165.05,3
rose,medium,strong,89.25,1
rose,small,mild,48.87,1
hibiscus,large,none,114.25,1
hibiscus,large,none,195.44,3
shoeblack plant,large,none,95.06,3
hibiscus,large,none,194.95,3
rose,small,mild,40.83,1
hibiscus,large,none,122.83,3
rose,medium,mild,67.31,1
hibiscus,large,none,135.76,1
hibiscus,large,none,161.75,3
hibiscus,large,none,174.63,2
shoeblack plant,medium,none,135.27,1
rose,medium,mild,48.29,2
rose,small,mild,91.19,2
hibiscus,large,none,190.3,3
rose,small,mild,81.12,3
rose,medium,mild,74.94,1
hibiscus,large,none,129.17,1
rose,medium,strong,40.99,1
rose,medium,mild,41.85,2
rose,medium,strong,93.96,1
rose,medium,strong,91.71,3
hibiscus,large,none,191.75,3
rose,small,mild,32.85,2
hibiscus,large,none,116.79,3
hibiscus,large,none,158.72,2
rose,medium,mild,61.35,1
rose,small,mild,41.46,3
rose,small,strong,38.57,1
shoeblack plant,medium,none,93.06,3
hibiscus,large,none,181.14,2
rose,small,strong,93.42,3
rose,medium,mild,84.99,1
hibiscus,large,none,125.76,2
hibiscus,large,none,173.11,3
shoeblack plant,large,none,122.31,1
shoeblack plant,large,none,55.6,2
hibiscus,large,none,114.9,2
hibiscus,large,none,111.05,1
shoeblack plant,medium,none,128.58,1
rose,small,mild,73.42,3
rose,medium,mild,51.24,3
shoeblack plant,medium,none,125.7,3
shoeblack plant,large,none,102.9,2
rose,medium,mild,47.59,3
hibiscus,large,none,134.91,2
rose,small,mild,54.63,2
shoeblack plant,medium,mild,98.8,1
rose,small,mild,54.17,3
hibiscus,large,none,141.4,3
rose,medium,mild,92.77,3
shoeblack plant,large,mild,112.31,2
rose,small,mild,55.12,3
hibiscus,large,none,112.44,3
rose,small,mild,75.57,2
rose,medium,strong,94.9,2
rose,medium,mild,73.88,3
rose,medium,mild,73.44,1
shoeblack plant,medium,mild,101.34,1
shoeblack plant,large,mild,105.54,1
rose,small,strong,57.17,1
hibiscus,large,none,184.61,2
hibiscus,large,none,121.45,1
rose,small,strong,53.63,2
shoeblack plant,large,none,120.69,3
shoeblack plant,medium,none,115.8,2
rose,medium,mild,84.56,2
hibiscus,large,none,188.57,3
shoeblack plant,large,none,93.67,2
rose,medium,mild,98.43,2
shoeblack plant,large,none,118.87,3
rose,small,mild,52.33,1
shoeblack plant,medium,none,69.64,2
shoeblack plant,large,mild,136.11,3
rose,small,mild,66.19,1
hibiscus,large,none,176.47,2
shoeblack plant,medium,none,123.12,1
rose,medium,strong,90.46,2
shoeblack plant,large,none,56.77,1
hibiscus,large,none,197.58,3
hibiscus,large,none,147.82,1
rose,medium,strong,54.64,1
hibiscus,large,none,105.49,3
rose,small,strong,84.67,1
rose,medium,strong,31.85,3
shoeblack plant,large,mild,101.66,2
hibiscus,large,none,195.36,2
rose,small,strong,49.96,1
rose,medium,mild,35.72,3
shoeblack plant,medium,mild,66.34,1
rose,small,mild,36.96,1
shoeblack plant,large,mild,110.01,1
rose,small,mild,91.89,1
hibiscus,large,none,153.93,1
rose,medium,mild,73.51,2
rose,small,mild,88.05,3
shoeblack plant,large,mild,110.19,2
hibiscus,large,none,179.11,2
hibiscus,large,none,119.75,3
hibiscus,large,none,139.37,1
hibiscus,large,none,185.3,3
hibiscus,large,none,129.68,2
hibiscus,large,none,148.15,1
shoeblack plant,large,none,86.08,3
rose,medium,mild,82.74,1
rose,medium,strong,83.23,1
shoeblack plant,medium,none,75.26,1
hibiscus,large,none,126.35,3
rose,medium,strong,62.39,2
shoeblack plant,large,none,135.76,3
hibiscus,large,none,159.97,3
rose,medium,mild,51.25,2
hibiscus,large,none,110.79,1
shoeblack plant,large,mild,146.52,3
shoeblack plant,medium,none,133.19,3
hibiscus,large,none,145.96,2
shoeblack plant,medium,mild,90.13,1
hibiscus,large,none,132.56,1
shoeblack plant,large,none,75.79,1
hibiscus,large,none,188.62,2
rose,small,strong,65.88,3
hibiscus,large,none,169.35,3
shoeblack plant,large,mild,138.24,2
shoeblack plant,medium,mild,99.08,3
shoeblack plant,large,none,145.99,2
hibiscus,large,none,193.65,1
hibiscus,large,none,199.37,3
shoeblack plant,large,mild,109.62,1
rose,medium,strong,83.31,2
hibiscus,large,none,157.29,3
hibiscus,large,none,107.74,1
hibiscus,large,none,110.48,3
rose,medium,mild,97.51,2
hibiscus,large,none,174.05,1
rose,medium,mild,87.69,1
rose,medium,strong,77.1,3
rose,medium,mild,88.31,3
hibiscus,large,none,112.89,1
shoeblack plant,medium,mild,138.71,2
shoeblack plant,medium,mild,109.99,3
shoeblack plant,medium,none,98,3
hibiscus,large,none,143.98,2
hibiscus,large,none,131.53,1
rose,small,mild,43.26,1
hibiscus,large,none,160.95,1
hibiscus,large,none,121.29,3
rose,small,strong,97.51,3
rose,small,mild,54.77,3
shoeblack plant,medium,mild,82.48,2
hibiscus,large,none,115.68,3
rose,small,strong,92.97,2
rose,small,strong,68.84,1
shoeblack plant,large,none,147.11,3
hibiscus,large,none,152.09,1
hibiscus,large,none,183.75,2
shoeblack plant,large,none,113.98,1
hibiscus,large,none,194.38,3
hibiscus,large,none,100.48,1
hibiscus,large,none,150.86,2
shoeblack plant,large,mild,55.59,1
shoeblack plant,medium,mild,128.22,2
shoeblack plant,large,none,143.68,3
shoeblack plant,large,mild,118.06,2
shoeblack plant,large,mild,106.37,3
rose,small,mild,54.1,1
rose,small,strong,61.18,2
hibiscus,large,none,152.64,1
shoeblack plant,large,mild,73.93,1
shoeblack plant,large,mild,116.48,2
shoeblack plant,medium,none,121.35,3
hibiscus,large,none,146.04,1
hibiscus,large,none,197.04,1
hibiscus,large,none,113.62,3
rose,medium,mild,32.66,2
hibiscus,large,none,155.3,2
rose,small,strong,30.22,3
shoeblack plant,medium,none,107.41,1
shoeblack plant,large,mild,147.28,1
shoeblack plant,large,mild,149,3
rose,medium,strong,81.05,3
shoeblack plant,medium,mild,148.13,2
shoeblack plant,large,none,113.86,1
hibiscus,large,none,140.7,2
hibiscus,large,none,127.74,1
hibiscus,large,none,130.73,2
shoeblack plant,large,mild,81.36,2
shoeblack plant,large,mild,140.34,2
hibiscus,large,none,163.37,2
rose,medium,mild,31.11,3
shoeblack plant,large,none,58.18,1
shoeblack plant,medium,none,56.16,1
hibiscus,large,none,177.44,3
shoeblack plant,medium,none,101.56,2
hibiscus,large,none,111.77,1
rose,medium,strong,43.67,3
hibiscus,large,none,161.13,2
rose,small,strong,44.1,3
shoeblack plant,medium,none,137.78,1
hibiscus,large,none,189.42,3
hibiscus,large,none,168.65,2
shoeblack plant,large,mild,54.88,3
rose,small,strong,50.68,3
shoeblack plant,large,mild,140.37,1
shoeblack plant,medium,none,99.1,3
shoeblack plant,large,mild,126.79,1
rose,medium,strong,97.18,3
rose,small,strong,45.36,3
rose,medium,strong,54.21,1
rose,medium,mild,78.18,1
hibiscus,large,none,146.35,3
rose,medium,mild,44.27,2
shoeblack plant,large,none,76.92,2
hibiscus,large,none,195.52,1
hibiscus,large,none,105.05,3
shoeblack plant,large,none,70.29,1
rose,medium,strong,87.93,2
rose,medium,strong,46.64,3
shoeblack plant,large,mild,103.12,2
rose,small,mild,46.27,2
hibiscus,large,none,182.44,1
hibiscus,large,none,120.34,2
shoeblack plant,large,mild,66.71,1
shoeblack plant,large,none,104.35,3
rose,small,strong,58.11,2
rose,small,strong,89.42,3
shoeblack plant,medium,mild,123.72,3
rose,medium,mild,49.26,3
hibiscus,large,none,141.71,3
hibiscus,large,none,175.85,1
shoeblack plant,medium,none,149.07,3
hibiscus,large,none,129.55,1
shoeblack plant,medium,mild,117.63,2
shoeblack plant,medium,none,60.29,3
shoeblack plant,large,none,93.02,3
hibiscus,large,none,175.44,3
hibiscus,large,none,130.71,1
hibiscus,large,none,174.56,2
shoeblack plant,medium,mild,132.65,1
hibiscus,large,none,155.28,1
shoeblack plant,large,mild,74.4,2
hibiscus,large,none,108.57,2
rose,medium,mild,77.7,1
hibiscus,large,none,156.73,2
rose,medium,mild,93.6,3
shoeblack plant,large,none,85.21,2
shoeblack plant,medium,mild,59.92,3
rose,small,mild,91.42,1
hibiscus,large,none,135.64,1
hibiscus,large,none,173.77,3
hibiscus,large,none,103.95,1
shoeblack plant,medium,none,133.54,2
shoeblack plant,medium,none,70.85,1
shoeblack plant,medium,mild,70.13,1
shoeblack plant,medium,none,110.53,2
shoeblack plant,large,none,141.2,3
hibiscus,large,none,195.01,1
rose,small,mild,44.08,2
shoeblack plant,medium,mild,100.41,3
shoeblack plant,medium,none,84.71,3
hibiscus,large,none,121.7,3
shoeblack plant,large,mild,53.32,2
shoeblack plant,medium,none,142.6,3
shoeblack plant,medium,none,135.79,3
rose,medium,strong,58.24,1
hibiscus,large,none,102.16,3
rose,medium,strong,56.02,2
shoeblack plant,medium,none,87.85,2
rose,medium,strong,80.23,1
hibiscus,large,none,199.07,3
shoeblack plant,large,none,95.49,3
shoeblack plant,large,mild,141.7,2
shoeblack plant,large,none,146.42,2
shoeblack plant,large,none,61.18,3
hibiscus,large,none,134.29,2
rose,medium,mild,93.07,1
shoeblack plant,medium,mild,143.58,2
rose,small,strong,53.85,2
hibiscus,large,none,128.37,2
hibiscus,large,none,162.93,2
shoeblack plant,large,none,83.17,2
rose,medium,mild,45.62,3
shoeblack plant,large,none,113.97,1
rose,medium,mild,44.23,1
hibiscus,large,none,161.31,2
rose,small,strong,85.58,1
rose,small,mild,44.62,2
rose,small,strong,61.74,3
hibiscus,large,none,147.96,3
hibiscus,large,none,151.54,1
shoeblack plant,large,none,100.99,2
shoeblack plant,large,none,76.22,1
hibiscus,large,none,151.22,3
shoeblack plant,medium,none,52.42,2
rose,medium,mild,60.8,3
shoeblack plant,large,none,98.51,1
shoeblack plant,large,mild,60.83,2
hibiscus,large,none,129.3,1
shoeblack plant,large,mild,98.84,3
rose,medium,mild,70.51,1
hibiscus,large,none,115.93,1
rose,small,strong,82.78,3
shoeblack plant,medium,none,109.38,3
shoeblack plant,large,mild,109.91,3
shoeblack plant,medium,none,84.43,3
hibiscus,large,none,176.27,2
rose,small,strong,40.51,2
hibiscus,large,none,198.42,1
rose,small,strong,55.08,2
rose,small,strong,36.66,2
rose,small,mild,67.07,3
shoeblack plant,large,none,146.54,2
hibiscus,large,none,113.42,3
rose,small,strong,69.43,1
rose,small,mild,55.82,2
hibiscus,large,none,117.1,2
rose,medium,strong,72.41,1
hibiscus,large,none,154.71,2
hibiscus,large,none,102.57,2
rose,medium,strong,84.74,1
shoeblack plant,large,none,67.5,3
hibiscus,large,none,197.6,1
rose,small,strong,86.84,3
hibiscus,large,none,121.08,3
shoeblack plant,large,none,133.86,2
hibiscus,large,none,112.12,2
rose,small,mild,38.54,1
shoeblack plant,large,mild,81.18,3
shoeblack plant,medium,mild,59.48,3
shoeblack plant,medium,mild,69.11,3
hibiscus,large,none,113.83,2
hibiscus,large,none,125.84,1
rose,small,mild,96.89,3
hibiscus,large,none,127.79,3
hibiscus,large,none,161.82,3
rose,small,strong,46.54,2
hibiscus,large,none,130.64,1
shoeblack plant,medium,none,133.17,1
hibiscus,large,none,150.66,1
rose,small,mild,62.87,3
shoeblack plant,large,mild,70.89,3
shoeblack plant,medium,mild,78.81,3
rose,small,strong,49.09,1
rose,medium,strong,50.74,1
rose,small,strong,57.24,3
hibiscus,large,none,197.88,1
shoeblack plant,large,none,142.11,2
rose,small,mild,45.3,1
rose,small,mild,75.43,1
rose,medium,strong,79.42,3
shoeblack plant,medium,mild,98.22,2
rose,medium,strong,55.12,2
shoeblack plant,large,mild,86.78,2
hibiscus,large,none,164.17,1
rose,medium,strong,72.21,2
rose,small,mild,94,1
shoeblack plant,medium,mild,145.25,2
hibiscus,large,none,116.42,2
hibiscus,large,none,100.08,1
rose,small,mild,85.51,3
hibiscus,large,none,176.51,2
hibiscus,large,none,151.73,2
hibiscus,large,none,130.5,2
hibiscus,large,none,125.48,2
rose,small,strong,77.29,3
hibiscus,large,none,183.05,1
hibiscus,large,none,144.42,1
hibiscus,large,none,133.13,1
shoeblack plant,medium,mild,107.63,1
rose,small,mild,50.62,1
rose,medium,strong,56.45,2
rose,medium,strong,32.27,1
shoeblack plant,large,none,92.28,3
hibiscus,large,none,138.19,2
rose,small,strong,84.44,1
hibiscus,large,none,174.18,1
hibiscus,large,none,170.89,1
shoeblack plant,medium,mild,101.78,1
rose,medium,mild,45.15,1
shoeblack plant,medium,mild,133.71,2
shoeblack plant,large,none,143.94,2
hibiscus,large,none,147.7,3
rose,medium,mild,31.17,2
rose,small,strong,98.93,2
shoeblack plant,medium,mild,76.78,3
hibiscus,large,none,139.48,1
rose,medium,mild,79.46,1
shoeblack plant,large,none,136.82,1
shoeblack plant,medium,none,138.74,1
shoeblack plant,large,mild,112.76,1
hibiscus,large,none,170.93,2
rose,medium,strong,38.34,3
rose,medium,strong,83.52,2
hibiscus,large,none,173.2,3
hibiscus,large,none,134.96,1
hibiscus,large,none,164.64,1
hibiscus,large,none,115.56,1
hibiscus,large,none,112.04,1
hibiscus,large,none,196.03,2
rose,medium,mild,48.21,1
shoeblack plant,large,none,146.84,1
rose,small,mild,47.1,2
hibiscus,large,none,183.49,3
rose,small,mild,71.77,1
rose,small,mild,84.51,3
rose,medium,mild,58.29,2
rose,small,strong,99.48,2
rose,small,mild,44.46,1
shoeblack plant,large,mild,95.39,2
shoeblack plant,large,mild,55.89,2
rose,small,mild,77.9,2
rose,small,strong,51.58,1
shoeblack plant,medium,mild,124,2
rose,medium,mild,33.97,1
hibiscus,large,none,197.73,1
hibiscus,large,none,113.92,2
shoeblack plant,medium,none,66.92,3
rose,small,mild,62.76,2
shoeblack plant,medium,mild,91.82,3
shoeblack plant,large,mild,119.03,3
rose,medium,strong,49.17,2
hibiscus,large,none,101.84,1
rose,medium,strong,82.91,2
shoeblack plant,medium,none,51.72,2
shoeblack plant,large,mild,69.45,3
hibiscus,large,none,157.09,2
rose,small,strong,83.49,2
shoeblack plant,medium,mild,125.54,1
rose,small,mild,83.44,1
hibiscus,large,none,170.34,2
rose,medium,strong,80.29,2
rose,small,mild,57.24,2
shoeblack plant,medium,none,62.25,1
rose,medium,mild,46.98,2
hibiscus,large,none,157.13,1
rose,small,mild,52.63,3
shoeblack plant,medium,mild,127.69,2
shoeblack plant,medium,mild,135.61,2
shoeblack plant,large,mild,105.4,1
hibiscus,large,none,139.1,1
rose,medium,strong,91.89,3
rose,medium,strong,70.97,3
rose,medium,strong,37.1,2
shoeblack plant,large,mild,119.2,1
rose,small,mild,63.64,1
rose,small,strong,34.17,1
shoeblack plant,large,mild,103.12,2
shoeblack plant,large,mild,90.7,3
hibiscus,large,none,197.03,2
hibiscus,large,none,191.86,2
rose,medium,strong,59.91,1
shoeblack plant,large,mild,58.04,3
hibiscus,large,none,190.53,3
rose,small,mild,45.41,3
rose,small,strong,42.58,2
rose,medium,mild,79.71,2
hibiscus,large,none,124.68,3
shoeblack plant,medium,mild,77.83,1
rose,medium,strong,76.34,2
shoeblack plant,large,mild,116.63,3
hibiscus,large,none,132.38,3
hibiscus,large,none,181.48,2
hibiscus,large,none,179.39,1
rose,small,strong,83.22,3
shoeblack plant,medium,none,134.23,1
rose,medium,mild,33.29,2
rose,small,mild,82.41,3
hibiscus,large,none,106.36,2
hibiscus,large,none,189.33,1
shoeblack plant,medium,none,119.48,2
shoeblack plant,large,none,103.18,2
rose,small,strong,92.11,3
shoeblack plant,medium,mild,142.41,2
rose,medium,strong,39.46,1
hibiscus,large,none,108.51,1
hibiscus,large,none,157.56,1
hibiscus,large,none,161.73,1
rose,medium,strong,72.1,2
rose,small,strong,64.91,3
rose,small,mild,85.5,2
shoeblack plant,medium,none,132.15,2
rose,small,strong,84.54,2
hibiscus,large,none,113.15,2
hibiscus,large,none,161.45,1
rose,medium,mild,33.19,1
hibiscus,large,none,184.6,3
hibiscus,large,none,160.51,2
rose,small,strong,63.64,3
shoeblack plant,medium,mild,128.67,1
hibiscus,large,none,133.41,3
shoeblack plant,large,none,79.93,2
rose,medium,strong,79.53,3
hibiscus,large,none,119.6,3
shoeblack plant,medium,none,111.07,1
shoeblack plant,medium,mild,122.13,3
shoeblack plant,large,none,62.84,3
shoeblack plant,large,mild,63.69,3
shoeblack plant,medium,none,105.2,2
shoeblack plant,large,none,145.91,3
shoeblack plant,large,none,65.07,1
shoeblack plant,medium,mild,136.11,1
shoeblack plant,large,mild,83,2
shoeblack plant,medium,mild,104.97,3
rose,small,mild,42.51,2
rose,small,mild,72.88,1
hibiscus,large,none,133.97,3
hibiscus,large,none,104.5,3
rose,small,strong,84.8,2
hibiscus,large,none,113.31,2
rose,small,mild,81.99,1
rose,small,mild,53.45,3
hibiscus,large,none,118.41,3
shoeblack plant,medium,mild,113.49,1
hibiscus,large,none,147.35,3
rose,medium,mild,89.43,1
rose,small,mild,82.41,2
shoeblack plant,medium,none,73.35,2
hibiscus,large,none,137.92,1
hibiscus,large,none,160.64,1
rose,small,mild,37.6,2
rose,small,mild,83.68,2
hibiscus,large,none,192.6,1
hibiscus,large,none,158.92,3
rose,medium,mild,56.07,1
shoeblack plant,medium,mild,126.76,3
hibiscus,large,none,198.12,2
hibiscus,large,none,141.14,1
rose,medium,strong,83.46,1
shoeblack plant,large,none,119.74,2
rose,small,mild,84.32,3
shoeblack plant,medium,none,114.95,1
shoeblack plant,large,mild,97.18,3
hibiscus,large,none,111.96,3
shoeblack plant,medium,mild,147.8,2
shoeblack plant,large,mild,92.87,3
hibiscus,large,none,150.74,1
hibiscus,large,none,150.68,1
hibiscus,large,none,157.07,1
hibiscus,large,none,135.32,3
rose,small,strong,38.34,3
hibiscus,large,none,184.22,3
rose,small,strong,92.46,3
shoeblack plant,medium,mild,95.03,3
hibiscus,large,none,179.54,1
rose,small,mild,69.09,1
shoeblack plant,medium,mild,66.18,3
hibiscus,large,none,140.76,2
shoeblack plant,large,none,148.48,1
rose,small,strong,96.25,1
rose,medium,mild,46.31,2
shoeblack plant,medium,mild,67.62,3
hibiscus,large,none,135.4,2
hibiscus,large,none,103.65,1
shoeblack plant,large,none,72.83,1
shoeblack plant,medium,none,126.65,2
rose,medium,strong,97.83,2
hibiscus,large,none,105.7,2
rose,medium,mild,46.37,2
rose,small,strong,53.54,3
rose,small,mild,88.5,1
hibiscus,large,none,103.11,1
hibiscus,large,none,120.96,2
shoeblack plant,large,mild,100.86,2
rose,medium,mild,45.85,3
hibiscus,large,none,197.78,1
rose,small,strong,57.59,3
hibiscus,large,none,172.46,2
shoeblack plant,medium,none,61.68,1
shoeblack plant,medium,none,75.85,1
rose,small,strong,75.64,2
shoeblack plant,large,none,70.43,3
rose,small,strong,72.73,3
shoeblack plant,medium,none,70.69,1
hibiscus,large,none,143.97,2
rose,medium,strong,71.44,2
hibiscus,large,none,129.13,1
rose,small,strong,66.4,2
shoeblack plant,medium,none,88.35,2
hibiscus,large,none,142.24,2
shoeblack plant,medium,none,90,3
shoeblack plant,medium,none,118.11,2
hibiscus,large,none,168.34,1
shoeblack plant,medium,mild,89.1,1
shoeblack plant,large,none,53.58,3
rose,medium,mild,63.9,3
shoeblack plant,medium,mild,77.08,2
hibiscus,large,none,130.75,1
hibiscus,large,none,108.97,3
shoeblack plant,medium,mild,105.75,2
shoeblack plant,large,none,54.81,1
rose,small,strong,44.46,1
hibiscus,large,none,193.06,2
hibiscus,large,none,116.45,2
rose,medium,mild,94.88,1
hibiscus,large,none,190.84,2
shoeblack plant,medium,mild,112.11,3
rose,small,mild,93.87,2
hibiscus,large,none,169.7,1
hibiscus,large,none,192.17,1
shoeblack plant,large,none,67.1,2
hibiscus,large,none,124.57,2
rose,medium,mild,56.83,2
shoeblack plant,large,mild,71.43,1
hibiscus,large,none,164.14,1
hibiscus,large,none,144.33,1
rose,medium,mild,86.66,3
hibiscus,large,none,106,3
shoeblack plant,large,mild,66.78,2
hibiscus,large,none,155.93,1
hibiscus,large,none,170.82,2
shoeblack plant,large,none,132.48,2
rose,small,mild,34.72,3
rose,medium,strong,71.2,2
hibiscus,large,none,170.98,3
hibiscus,large,none,138.99,1
hibiscus,large,none,129.52,3
rose,medium,strong,66.42,1
hibiscus,large,none,193.98,1
rose,small,mild,51.6,1
rose,small,mild,31.57,1
shoeblack plant,large,mild,74.46,3
rose,medium,strong,47.52,1
shoeblack plant,medium,none,52.09,2
shoeblack plant,medium,mild,119.19,2
rose,medium,mild,60.97,2
hibiscus,large,none,108.14,3
hibiscus,large,none,101.24,3
shoeblack plant,large,none,56.95,3
shoeblack plant,large,mild,86.1,1
hibiscus,large,none,166,3
rose,small,mild,36.96,1
rose,medium,mild,86.47,3
shoeblack plant,large,none,100.33,1
shoeblack plant,large,none,114.06,2
hibiscus,large,none,155.64,3
shoeblack plant,medium,mild,126.46,1
hibiscus,large,none,173.84,1
shoeblack plant,large,mild,84.26,1
rose,small,strong,73.11,2
rose,small,mild,93.72,2
rose,small,mild,47.04,1
shoeblack plant,large,none,85.6,3
hibiscus,large,none,102.07,2
rose,small,strong,49.82,1
rose,medium,mild,87.49,1
hibiscus,large,none,112.56,1
rose,small,mild,46.18,3
shoeblack plant,medium,mild,102.58,2
shoeblack plant,medium,none,106.46,2
hibiscus,large,none,125,2
hibiscus,large,none,134.56,3
shoeblack plant,medium,none,76.59,3
shoeblack plant,medium,mild,76.69,1
rose,medium,strong,69.71,1
shoeblack plant,medium,mild,82.41,3
hibiscus,large,none,197.21,1
rose,medium,mild,58.69,2
rose,medium,mild,77,1
rose,medium,mild,41.84,2
shoeblack plant,medium,none,144.12,3
hibiscus,large,none,161.91,2
hibiscus,large,none,189.85,1
hibiscus,large,none,188.1,3
shoeblack plant,large,mild,52.83,3
rose,medium,mild,46.03,3
rose,small,mild,54.37,1
shoeblack plant,large,none,146.81,1
hibiscus,large,none,182.79,1
shoeblack plant,large,none,78.67,2
hibiscus,large,none,100.6,3
shoeblack plant,large,none,100.3,3
hibiscus,large,none,162.5,2
hibiscus,large,none,159.57,1
shoeblack plant,medium,none,95.04,2
rose,medium,mild,84.08,1
rose,medium,strong,88.25,2
hibiscus,large,none,136.33,1
hibiscus,large,none,116.67,1
hibiscus,large,none,140.76,1
hibiscus,large,none,111.77,1
rose,medium,mild,63.99,1
rose,small,mild,76.22,2
rose,small,strong,84.79,2
shoeblack plant,medium,mild,126.82,3
rose,medium,strong,45.32,2
shoeblack plant,large,none,69.39,3
rose,medium,strong,50.04,2
shoeblack plant,large,none,75.9,2
hibiscus,large,none,191.48,2
hibiscus,large,none,188.2,2
shoeblack plant,medium,mild,130.6,1
rose,medium,mild,39.03,3
shoeblack plant,large,mild,94.83,1
rose,medium,strong,38.67,1
shoeblack plant,medium,none,90.1,3
shoeblack plant,large,mild,89.7,1
shoeblack plant,large,mild,148.73,2
hibiscus,large,none,184.55,1
rose,medium,mild,72.68,1
rose,small,mild,60.05,2
shoeblack plant,medium,none,123.7,3
rose,small,mild,71.69,1
hibiscus,large,none,161.42,2
shoeblack plant,large,none,100.36,2
rose,medium,mild,56.87,2
rose,medium,strong,40.34,1
hibiscus,large,none,177.19,2
shoeblack plant,medium,none,113.53,1
hibiscus,large,none,141.53,2
hibiscus,large,none,155.62,1
shoeblack plant,large,none,121.12,2
hibiscus,large,none,198.49,3
hibiscus,large,none,152.51,1
shoeblack plant,medium,mild,94.46,2
hibiscus,large,none,146.56,1
rose,small,mild,53.44,3
hibiscus,large,none,193.66,1
rose,medium,strong,34.67,3
shoeblack plant,medium,mild,89.87,2
hibiscus,large,none,123.78,2
shoeblack plant,large,none,146.18,3
hibiscus,large,none,188.35,3
hibiscus,large,none,166.37,2
shoeblack plant,large,none,146.34,3
shoeblack plant,large,none,55.46,3
hibiscus,large,none,159.46,3
hibiscus,large,none,134.22,3
hibiscus,large,none,101.49,1
hibiscus,large,none,129.68,3
hibiscus,large,none,173.95,1
shoeblack plant,medium,none,147.87,1
hibiscus,large,none,154.34,3
shoeblack plant,medium,mild,130.76,1
rose,small,mild,82.01,3
shoeblack plant,medium,mild,72.92,3
rose,small,strong,33.05,1
rose,small,strong,46.26,3
shoeblack plant,medium,none,147.6,3
rose,small,mild,35.5,1
shoeblack plant,large,mild,80.42,2
rose,medium,mild,70.32,1
shoeblack plant,medium,none,60.98,1
hibiscus,large,none,128.31,1
rose,small,mild,30.27,2
shoeblack plant,large,none,138.64,2
hibiscus,large,none,128.59,3
hibiscus,large,none,157.08,3
rose,small,mild,50.98,3
rose,medium,mild,64.99,2
hibiscus,large,none,143.13,1
shoeblack plant,medium,none,103.37,3
hibiscus,large,none,177.06,1
rose,small,mild,41.09,1
hibiscus,large,none,153.42,3
hibiscus,large,none,141.21,3
hibiscus,large,none,195.3,2
rose,medium,strong,97.49,2
rose,small,mild,68.37,3
hibiscus,large,none,178.22,2
rose,medium,strong,43.28,1
hibiscus,large,none,165.02,3
shoeblack plant,medium,none,77.93,3
rose,medium,mild,63.46,3
hibiscus,large,none,114.93,3
hibiscus,large,none,185.87,1
shoeblack plant,large,none,83.7,2
rose,medium,strong,81.96,1
shoeblack plant,medium,mild,82.07,3
shoeblack plant,large,none,95.87,2
shoeblack plant,medium,none,138.17,2
shoeblack plant,large,none,123.11,3
hibiscus,large,none,112.62,2
shoeblack plant,large,none,146.3,3
hibiscus,large,none,150.89,2
hibiscus,large,none,146.87,2
hibiscus,large,none,185.18,2
hibiscus,large,none,114.53,1
rose,small,mild,65.57,3
hibiscus,large,none,191.72,2
shoeblack plant,medium,none,83.82,1
hibiscus,large,none,137.85,3
hibiscus,large,none,167.23,2
hibiscus,large,none,179.59,3
hibiscus,large,none,185.98,1
shoeblack plant,large,mild,109.47,3
hibiscus,large,none,139.15,3
hibiscus,large,none,167.9,2
hibiscus,large,none,130.91,3
shoeblack plant,large,mild,129.31,3
hibiscus,large,none,126.54,1
hibiscus,large,none,136.62,2
rose,medium,mild,77.82,3
hibiscus,large,none,176.03,3
hibiscus,large,none,118.99,1
shoeblack plant,medium,none,63.51,3
rose,medium,strong,95.27,1
hibiscus,large,none,198.98,2
hibiscus,large,none,156.12,2
hibiscus,large,none,190.06,2
hibiscus,large,none,131.68,1
rose,medium,strong,88.92,2
rose,small,strong,84.93,2
shoeblack plant,large,mild,92.86,1
shoeblack plant,large,mild,145.06,2
shoeblack plant,large,none,63.78,3
rose,medium,mild,99.12,3
shoeblack plant,large,none,76.77,3
shoeblack plant,large,none,89.08,2
shoeblack plant,medium,none,147.8,2
shoeblack plant,medium,mild,146.58,2
hibiscus,large,none,138.83,2
shoeblack plant,large,none,94.81,1
shoeblack plant,large,none,63.12,2
shoeblack plant,large,mild,111.4,3
rose,medium,strong,74.77,2
hibiscus,large,none,136.44,2
rose,medium,strong,63.76,2
shoeblack plant,medium,mild,123.15,2
rose,small,strong,69.01,2
hibiscus,large,none,101.69,1
hibiscus,large,none,196.37,1
rose,medium,strong,95.96,3
shoeblack plant,medium,none,95.52,3
